# Design Points of Design of Experiments
# Custom
# ,P1 - Young's Modulus Y direction (Pa) ,P3 - foundation stiffnez,P10 - bearings,P4 - Total Deformation Reported Frequency (Hz) ,P5 - Total Deformation 2 Reported Frequency (Hz) ,P6 - Total Deformation 3 Reported Frequency (Hz) ,P7 - Total Deformation 4 Reported Frequency (Hz) ,P8 - Total Deformation 5 Reported Frequency (Hz) ,P9 - Total Deformation 6 Reported Frequency (Hz) 
Name,P1,P3,P10,P4,P5,P6,P7,P8,P9
428,253417968.75,932128906.25,629101562.5,0,52.873181389727847,69.52266157072367,87.685318755662124,107.49823741860469,114.89299549897829
429,253417968.75,734863281.25,769335937.5,0,52.344570387741641,65.080483791753053,86.126883969494415,100.27304028032492,115.38399844758553
430,156738281.25,734863281.25,629101562.5,0,52.344392663479518,64.818825473603056,84.9595111086048,100.24494511807751,113.23289781914514
431,203417968.75,1182128906.25,469335937.5,0,53.271608488809974,72.931289876978482,87.032468134377638,113.7109602146881,114.89662921626406
432,206738281.25,1182128906.25,469335937.5,0,53.271609427273034,72.931687985441172,87.03359880747476,113.71228397297658,114.8966388849053
433,203417968.75,1182128906.25,729101562.5,0,53.271842529840846,74.242397205915665,90.9317139326855,115.02358816576076,118.20298171638669
434,203417968.75,984863281.25,469335937.5,0,52.975372452731051,69.8167666314659,85.684749824546287,109.14187028406809,111.98788887794899
435,206738281.25,984863281.25,729101562.5,0,52.975657561034986,70.8540903805817,89.258872791732131,109.24609687955656,116.75774434918084
436,103417968.75,682128906.25,669335937.5,0,52.1449476040905,63.377502561339504,84.321950296098677,98.056021519881668,113.44385021584567
437,106738281.25,682128906.25,669335937.5,0,52.144945303817551,63.377647326107613,84.322709606374374,98.056007623783515,113.44552629089149
438,103417968.75,682128906.25,529101562.5,0,52.144719394833466,63.056759387129667,82.869997191800152,98.020274358118556,110.71305855110447
439,103417968.75,1484863281.25,669335937.5,0,53.564464525779428,77.8042678479141,91.8496849856656,119.51810458625276,122.27826835779614
440,106738281.25,1484863281.25,529101562.5,0,53.56436424930871,76.917883560218186,89.626604378311157,117.35444774686391,122.19395812963626
441,104980468.75,1127441406.25,409960937.5,0,53.2005749048221,71.61774310733152,85.218288197320959,111.60857007363279,113.34414108710284
442,233300781.25,1127441406.25,409960937.5,0,53.200578687216762,71.631998686587878,85.25832780970353,111.65494517327372,113.34412746534306
443,104980468.75,1127441406.25,463476562.5,0,53.200666317232979,72.095083644653059,86.547647846801567,113.05644859003634,113.39258598836864
444,104980468.75,1164550781.25,409960937.5,0,53.2494966542855,72.132095802341439,85.422987741569159,111.95032035416223,114.36757088382544
445,233300781.25,1164550781.25,463476562.5,0,53.2495887461842,72.643199652564917,86.810837823908585,113.42922329072175,114.41716545930852
446,204980468.75,627441406.25,609960937.5,0,51.89802645637878,61.554897511264407,82.650094772293471,95.62859458882167,111.99043951073241
447,133300781.25,627441406.25,609960937.5,0,51.898019502069907,61.551609705824482,82.633541990471116,95.628552288374024,111.95288057443472
448,204980468.75,627441406.25,663476562.5,0,51.89811101229823,61.648588580344594,83.101143836006884,95.639363736329159,112.94085500283937
449,204980468.75,664550781.25,609960937.5,0,52.070467906560168,62.7329753224194,83.457509765163238,97.282600430567228,112.31223544907694
450,133300781.25,664550781.25,663476562.5,0,52.070539632135258,62.831426098156491,83.91563575535703,97.294053536908265,113.21658646411511
451,254980468.75,1377441406.25,509960937.5,0,53.476157821249949,75.669587434607251,88.87317364689028,116.22258437277291,119.79038179235764
452,283300781.25,1377441406.25,509960937.5,0,53.476169966385285,75.673687176214386,88.883762671010516,116.23393894532379,119.7905320341544
453,254980468.75,1377441406.25,763476562.5,0,53.476330357345212,77.0055690855037,92.4744461406569,119.91077216326696,119.98960344805504
454,254980468.75,914550781.25,509960937.5,0,52.836021648618207,68.697181125030781,85.818558145656738,106.85954222640297,112.38761281243407
455,283300781.25,914550781.25,763476562.5,0,52.8362984712566,69.495984161395143,88.795469144350434,106.94103517180611,116.70797570303368
456,154980468.75,877441406.25,709960937.5,0,52.75274629974151,68.553156850893473,87.839145771963345,105.64610218921483,115.65158917018302
457,183300781.25,877441406.25,709960937.5,0,52.75274959808533,68.555256829143843,87.847921811282291,105.64611810030964,115.66662989631621
458,154980468.75,877441406.25,563476562.5,0,52.752590255303907,68.131499877704329,86.208659311239586,105.60255577211926,113.1861984625166
459,154980468.75,1414550781.25,709960937.5,0,53.508351708234123,77.226717669068549,92.049466237627158,119.56994620423872,120.74780828626912
460,183300781.25,1414550781.25,563476562.5,0,53.50826021226051,76.458353337402968,90.006560190318254,117.46984779969087,120.67453992284564
461,179980468.75,502441406.25,559960937.5,0,51.101808205335011,56.896720423087089,78.767743873549577,89.510111434085729,109.80732297051117
462,158300781.25,502441406.25,559960937.5,0,51.10180567765466,56.896002588024587,78.763779301802515,89.510095725769688,109.79613584091975
463,179980468.75,502441406.25,513476562.5,0,51.101670900375247,56.812876635233657,78.328990679990554,89.499718269526511,108.69312372896024
464,179980468.75,1039550781.25,559960937.5,0,53.069821275236237,71.280011087261016,87.739435603315187,110.88720006742919,114.47350810273136
465,158300781.25,1039550781.25,513476562.5,0,53.0697616724001,71.038321318356424,86.95883705090975,110.86333110507994,113.49818144355999
466,279980468.75,1002441406.25,759960937.5,0,53.007240986564689,71.274548250584758,89.735947632842269,109.80939320972948,117.31664962445373
467,258300781.25,1002441406.25,759960937.5,0,53.0072316761509,71.2725346586853,89.728322158870739,109.8093138720681,117.30487122455381
468,279980468.75,1002441406.25,713476562.5,0,53.007209564433886,71.1587321131077,89.3135226957055,109.7978456464004,116.72137420753734
469,279980468.75,539550781.25,759960937.5,0,51.382031831520713,58.627555936273147,81.3062039591688,91.447678106327956,113.66674853984175
470,258300781.25,539550781.25,713476562.5,0,51.3819563130814,58.579081347849396,81.05199635027121,91.4418234688196,112.99623571324562
471,229980468.75,752441406.25,459960937.5,0,52.403734817747527,64.7461261610756,82.977855355273022,100.89108514137851,109.62166413308658
472,108300781.25,752441406.25,459960937.5,0,52.403729356212274,64.738543235423222,82.946302569726626,100.8910506163776,109.56807960975347
473,229980468.75,752441406.25,613476562.5,0,52.404013066127717,65.263288407184149,85.114738079574,100.94685660412671,113.13730404409525
474,229980468.75,789550781.25,459960937.5,0,52.52000198836452,65.672994418657836,83.482166504854419,102.3366375426793,109.9675868572823
475,108300781.25,789550781.25,613476562.5,0,52.52025924192494,66.219441627238567,85.659332809427838,102.39555548002271,113.38549817417881
476,129980468.75,1252441406.25,659960937.5,0,53.353255695386771,74.9922392407406,90.5845395975112,116.84115601124475,117.75969776658651
477,208300781.25,1252441406.25,659960937.5,0,53.353262420723837,75.001665859588016,90.613716891590713,116.8411743036152,117.79626816873537
478,129980468.75,1252441406.25,413476562.5,0,53.35299270407269,73.293787643621755,85.963908660011924,112.85376698243979,116.67609383131348
479,129980468.75,1289550781.25,659960937.5,0,53.392427159563532,75.486506173372831,90.798256705708056,117.77163345487213,118.03072500095539
480,208300781.25,1289550781.25,413476562.5,0,53.392178352737311,73.739639739881326,86.154778203580278,113.21039872406234,117.6023898746589
481,142480468.75,814941406.25,534960937.5,0,52.592957720456027,66.59807427864601,85.030743246268429,103.32929496190923,112.03940804915614
482,270800781.25,814941406.25,534960937.5,0,52.592990155870531,66.607161382278349,85.06759891598486,103.32951928890536,112.1007603496064
483,142480468.75,814941406.25,688476562.5,0,52.593151378243753,67.033429331088556,86.7881146046709,103.37519905477983,114.84292048574521
484,142480468.75,1477050781.25,534960937.5,0,53.558400126020686,76.89271378637639,89.723436580343616,117.41615389908203,122.0305385177226
485,270800781.25,1477050781.25,688476562.5,0,53.558535444253167,77.838098430982711,92.124265178396769,119.78369303817416,122.11871459866236
486,242480468.75,1314941406.25,734960937.5,0,53.417931715590726,76.123125037285035,91.84205771281691,118.42326044573416,119.22831395285793
487,170800781.25,1314941406.25,734960937.5,0,53.417911934097035,76.1138272554335,91.813643069671386,118.4230502252797,119.1931142912446
488,242480468.75,1314941406.25,488476562.5,0,53.417741418405285,74.781074505034837,88.141426204172433,115.27076806104344,118.29542173352768
489,242480468.75,977050781.25,734960937.5,0,52.961261655528276,70.718511202211019,89.243433276381424,108.99788975703223,116.79435904577666
490,170800781.25,977050781.25,488476562.5,0,52.9609824757755,69.787711067396131,85.988220476632151,108.90474164677573,112.3839338560109
491,292480468.75,564941406.25,434960937.5,0,51.549053370261234,58.984469933297994,79.07203998676151,92.634571036408261,107.07941194806996
492,220800781.25,564941406.25,434960937.5,0,51.549024694818691,58.981364753779282,79.05692343994194,92.63442315812361,107.04646604310302
493,292480468.75,564941406.25,588476562.5,0,51.549491915181726,59.35976298486618,80.910783243575523,92.679032438052531,111.05765454550139
494,292480468.75,727050781.25,434960937.5,0,52.316527423477808,63.966702534376125,82.149460845835,99.857180472906435,108.66063200074272
495,220800781.25,727050781.25,588476562.5,0,52.316818338038104,64.508936265913221,84.415235144671371,99.916527429765608,112.44250914878292
496,192480468.75,1064941406.25,634960937.5,0,53.110129451663965,72.032204426110866,88.98613595287847,111.67932197498591,116.00241239872436
497,120800781.25,1064941406.25,634960937.5,0,53.11012957324742,72.025277765279782,88.961848163341571,111.6793764838858,115.96813990344178
498,192480468.75,1064941406.25,788476562.5,0,53.110234748632351,72.483650592046359,90.5388402277522,111.72370221025228,118.05741182483665
499,192480468.75,1227050781.25,634960937.5,0,53.324976836543691,74.542103403418253,90.13448553523618,116.17790876152398,117.23404966793541
500,120800781.25,1227050781.25,788476562.5,0,53.325068065070084,75.07410369623139,91.770166719557849,116.22982420565154,119.16324271063132
